time_ms,vib_rms,vib_mean,vib_std,current_rms,current_mean,current_std,rpm,temp_C,status 
908664,9.11,9.08,0.70,0.24,0.20,0.14,1331.99,43.06,UNBALANCE 
909664,8.82,8.81,0.42,0.26,0.20,0.16,1328.40,43.06,UNBALANCE 
910664,8.93,8.92,0.45,0.25,0.20,0.15,1343.88,43.06,UNBALANCE 
911664,9.02,9.01,0.30,0.25,0.20,0.15,1336.71,43.06,UNBALANCE 
912664,8.76,8.75,0.44,0.25,0.19,0.15,1331.70,43.06,UNBALANCE 
913664,9.03,9.01,0.50,0.26,0.21,0.15,1328.19,43.13,UNBALANCE 
914664,8.95,8.92,0.69,0.25,0.20,0.15,1343.73,43.13,UNBALANCE 
915664,8.83,8.79,0.76,0.25,0.20,0.15,1336.61,43.13,UNBALANCE 
916664,9.10,9.08,0.61,0.24,0.20,0.14,1331.63,43.06,UNBALANCE 
917664,8.92,8.90,0.53,0.25,0.20,0.15,1346.14,43.13,UNBALANCE 
918664,8.88,8.85,0.82,0.24,0.19,0.14,1338.30,43.06,UNBALANCE 
919664,9.07,9.07,0.22,0.24,0.19,0.16,1332.81,43.13,OVERCURRENT 
920664,8.86,8.86,0.22,0.25,0.20,0.16,1346.97,43.06,OVERCURRENT 
921664,8.84,8.84,0.18,0.26,0.21,0.15,1338.88,43.06,OVERCURRENT 
922664,9.07,9.07,0.17,0.25,0.20,0.14,1333.21,43.06,OVERCURRENT 
923664,8.81,8.81,0.21,0.26,0.21,0.15,1347.25,43.06,OVERCURRENT 
924664,8.81,8.81,0.16,0.25,0.22,0.13,1339.07,43.06,OVERCURRENT 
925664,9.08,9.08,0.18,0.26,0.22,0.14,1333.35,43.06,OVERCURRENT 
926664,8.84,8.84,0.13,0.26,0.22,0.14,1347.35,43.13,OVERCURRENT 
927664,8.80,8.80,0.15,0.27,0.22,0.15,1339.14,43.13,OVERCURRENT 
928664,9.13,9.12,0.23,0.27,0.22,0.15,1351.40,43.13,OVERCURRENT 
1010664,8.78,8.78,0.20,0.25,0.21,0.13,1333.26,43.63,NORMAL 
1011664,8.78,8.78,0.22,0.25,0.21,0.13,1329.28,43.63,OVERCURRENT 
1012664,9.06,9.06,0.22,0.26,0.22,0.14,1344.50,43.63,OVERCURRENT 
1013664,9.03,9.03,0.20,0.26,0.22,0.13,1337.15,43.69,OVERCURRENT 
1014664,8.70,8.69,0.24,0.26,0.22,0.15,1350.00,43.69,OVERCURRENT 
1015664,8.80,8.80,0.16,0.26,0.22,0.14,1341.00,43.69,OVERCURRENT 
1016664,9.03,9.02,0.15,0.26,0.22,0.14,1334.70,43.69,OVERCURRENT 
1017664,8.98,8.97,0.21,0.26,0.22,0.13,1348.29,43.75,OVERCURRENT 
1018664,8.79,8.78,0.22,0.26,0.22,0.13,1339.80,43.75,OVERCURRENT 
1019664,8.88,8.88,0.15,0.25,0.21,0.13,1333.86,43.75,OVERCURRENT 
1020664,9.05,9.05,0.18,0.24,0.20,0.13,1329.70,43.75,OVERCURRENT 
1021664,8.98,8.98,0.21,0.23,0.19,0.13,1344.79,43.75,NORMAL 
1022664,8.77,8.77,0.16,0.23,0.19,0.13,1337.35,43.75,NORMAL 
1023664,8.84,8.83,0.20,0.23,0.18,0.13,1332.15,43.75,NORMAL 
1024664,9.05,9.05,0.24,0.23,0.18,0.13,1346.50,43.75,NORMAL 
1025664,9.07,9.07,0.21,0.23,0.18,0.14,1338.55,43.75,NORMAL 
1026664,8.88,8.87,0.20,0.23,0.19,0.13,1332.99,44.75,NORMAL 
1027664,8.76,8.76,0.25,0.23,0.19,0.13,1347.09,44.75,NORMAL 
1028664,8.97,8.97,0.18,0.23,0.20,0.13,1338.96,45.75,NORMAL 
1029664,9.08,9.07,0.29,0.24,0.20,0.13,1351.27,45.75,NORMAL 
1030664,8.94,8.94,0.21,0.24,0.20,0.13,1341.89,46.81,NORMAL 
1031664,8.74,8.74,0.26,0.24,0.20,0.13,1335.32,46.81,NORMAL 
1032664,8.92,8.92,0.27,0.24,0.20,0.13,1348.73,47.81,NORMAL 
1033664,9.06,9.06,0.23,0.23,0.19,0.13,1340.11,47.81,NORMAL 
1034664,8.86,8.86,0.21,0.23,0.19,0.13,1334.08,48.88,NORMAL 
1035664,8.75,8.75,0.26,0.24,0.20,0.13,1347.85,48.88,NORMAL 
1036664,8.88,8.87,0.22,0.23,0.18,0.13,1339.50,48.88,NORMAL 
1037664,9.04,9.04,0.26,0.23,0.18,0.14,1333.65,49.94,NORMAL 
1038664,8.80,8.79,0.27,0.23,0.18,0.14,1329.55,50.94,NORMAL 
1039664,8.76,8.75,0.32,0.23,0.19,0.13,1344.69,51.94,NORMAL 
1040664,8.96,8.96,0.23,0.23,0.19,0.13,1337.28,51.94,NORMAL 
1041664,9.08,9.08,0.24,0.23,0.20,0.12,1350.10,52.00,NORMAL 
1042664,8.86,8.85,0.22,0.24,0.20,0.13,1341.07,52.00,NORMAL 
1021664,8.98,8.98,0.21,0.23,0.19,0.13,1344.79,53.75,NORMAL 
1022664,8.77,8.77,0.16,0.23,0.19,0.13,1337.35,54.75,NORMAL 
1023664,8.84,8.83,0.20,0.23,0.18,0.13,1332.15,54.75,NORMAL 
1024664,9.05,9.05,0.24,0.23,0.18,0.13,1346.50,54.75,NORMAL 
1025664,9.07,9.07,0.21,0.23,0.18,0.14,1338.55,55.75,NORMAL 
1026664,8.88,8.87,0.20,0.23,0.19,0.13,1332.99,55.75,NORMAL 
1027664,8.76,8.76,0.25,0.23,0.19,0.13,1347.09,55.75,NORMAL 
1028664,8.97,8.97,0.18,0.23,0.20,0.13,1338.96,56.75,NORMAL 
1029664,9.08,9.07,0.29,0.24,0.20,0.13,1351.27,56.75,NORMAL 
1030664,8.94,8.94,0.21,0.24,0.20,0.13,1341.89,56.81,NORMAL 
1031664,8.74,8.74,0.26,0.24,0.20,0.13,1335.32,57.81,NORMAL 
1032664,8.92,8.92,0.27,0.24,0.20,0.13,1348.73,57.81,NORMAL 
1033664,9.06,9.06,0.23,0.23,0.19,0.13,1340.11,58.81,NORMAL 
1034664,8.86,8.86,0.21,0.23,0.19,0.13,1334.08,58.88,NORMAL 
1035664,8.75,8.75,0.26,0.24,0.20,0.13,1347.85,58.88,NORMAL 
1036664,8.88,8.87,0.22,0.23,0.18,0.13,1339.50,59.68,NORMAL 
1037664,9.04,9.04,0.26,0.23,0.18,0.14,1333.65,59.74,NORMAL 
1038664,8.80,8.79,0.27,0.23,0.18,0.14,1329.55,59.74,NORMAL 
1039664,8.76,8.75,0.32,0.23,0.19,0.13,1344.69,59.74,NORMAL 
1040664,8.96,8.96,0.23,0.23,0.19,0.13,1337.28,59.74,NORMAL 
1041664,9.08,9.08,0.24,0.23,0.20,0.12,1350.10,60.02,OVERHEAT 
1042664,8.86,8.85,0.22,0.24,0.20,0.13,1341.07,60.00,OVERHEAT 
1021664,8.98,8.98,0.21,0.23,0.19,0.13,1344.79,60.75,OVERHEAT 
1022664,8.77,8.77,0.16,0.23,0.19,0.13,1337.35,60.75,OVERHEAT 
1023664,8.84,8.83,0.20,0.23,0.18,0.13,1332.15,60.75,OVERHEAT 
1024664,9.05,9.05,0.24,0.23,0.18,0.13,1346.50,60.75,OVERHEAT 
1025664,9.07,9.07,0.21,0.23,0.18,0.14,1338.55,61.75,OVERHEAT 
1026664,8.88,8.87,0.20,0.23,0.19,0.13,1332.99,61.75,OVERHEAT 
1027664,8.76,8.76,0.25,0.23,0.19,0.13,1347.09,61.75,OVERHEAT 
1028664,8.97,8.97,0.18,0.23,0.20,0.13,1338.96,61.75,OVERHEAT 
1029664,9.08,9.07,0.29,0.24,0.20,0.13,1351.27,61.75,OVERHEAT 
1030664,8.94,8.94,0.21,0.24,0.20,0.13,1341.89,61.81,OVERHEAT 
1031664,8.74,8.74,0.26,0.24,0.20,0.13,1335.32,61.81,OVERHEAT 
1032664,8.92,8.92,0.27,0.24,0.20,0.13,1348.73,61.81,OVERHEAT 
1033664,9.06,9.06,0.23,0.23,0.19,0.13,1340.11,61.81,OVERHEAT 
1034664,8.86,8.86,0.21,0.23,0.19,0.13,1334.08,62.88,OVERHEAT 
1035664,8.75,8.75,0.26,0.24,0.20,0.13,1347.85,62.88,OVERHEAT 
1036664,8.88,8.87,0.22,0.23,0.18,0.13,1339.50,62.88,OVERHEAT 
1037664,9.04,9.04,0.26,0.23,0.18,0.14,1333.65,62.94,OVERHEAT 
1038664,8.80,8.79,0.27,0.23,0.18,0.14,1329.55,62.94,OVERHEAT 
1039664,8.76,8.75,0.32,0.23,0.19,0.13,1344.69,62.94,OVERHEAT 
1040664,8.96,8.96,0.23,0.23,0.19,0.13,1337.28,62.94,OVERHEAT 
1041664,9.08,9.08,0.24,0.23,0.20,0.12,1350.10,62.00,OVERHEAT 
1042664,8.86,8.85,0.22,0.24,0.20,0.13,1341.07,62.00,OVERHEAT 
1021664,8.98,8.98,0.21,0.23,0.19,0.13,1344.79,62.75,OVERHEAT 
1022664,8.77,8.77,0.16,0.23,0.19,0.13,1337.35,62.75,OVERHEAT 
1023664,8.84,8.83,0.20,0.23,0.18,0.13,1332.15,62.75,OVERHEAT 
1024664,9.05,9.05,0.24,0.23,0.18,0.13,1346.50,62.75,OVERHEAT 
1025664,9.07,9.07,0.21,0.23,0.18,0.14,1338.55,63.75,OVERHEAT 
1026664,8.88,8.87,0.20,0.23,0.19,0.13,1332.99,63.75,OVERHEAT 
1027664,8.76,8.76,0.25,0.23,0.19,0.13,1347.09,63.75,OVERHEAT 
1028664,8.97,8.97,0.18,0.23,0.20,0.13,1338.96,63.75,OVERHEAT 
1029664,9.08,9.07,0.29,0.24,0.20,0.13,1351.27,63.75,OVERHEAT 
1030664,8.94,8.94,0.21,0.24,0.20,0.13,1341.89,63.81,OVERHEAT 
1031664,8.74,8.74,0.26,0.24,0.20,0.13,1335.32,63.81,OVERHEAT 
1032664,8.92,8.92,0.27,0.24,0.20,0.13,1348.73,63.81,OVERHEAT 
1033664,9.06,9.06,0.23,0.23,0.19,0.13,1340.11,63.81,OVERHEAT 
1034664,8.86,8.86,0.21,0.23,0.19,0.13,1334.08,63.88,OVERHEAT 
1035664,8.75,8.75,0.26,0.24,0.20,0.13,1347.85,63.88,OVERHEAT 
1036664,8.88,8.87,0.22,0.23,0.18,0.13,1339.50,64.88,OVERHEAT 
1037664,9.04,9.04,0.26,0.23,0.18,0.14,1333.65,64.94,OVERHEAT 
1038664,8.80,8.79,0.27,0.23,0.18,0.14,1329.55,64.94,OVERHEAT 
1039664,8.76,8.75,0.32,0.23,0.19,0.13,1344.69,64.94,OVERHEAT 
1040664,8.96,8.96,0.23,0.23,0.19,0.13,1337.28,65.94,OVERHEAT 
1041664,9.08,9.08,0.24,0.23,0.20,0.12,1350.10,65.00,OVERHEAT 
1042664,8.86,8.85,0.22,0.24,0.20,0.13,1341.07,66.00,OVERHEAT 

