time_ms,vib_rms,vib_mean,vib_std,current_rms,current_mean,current_std,rpm,temp_C,status 
4664,9.17,9.17,0.07,0.04,0.02,0.04,0.00,30.87,STOPPED 
5664,9.17,9.17,0.06,0.04,0.02,0.04,0.00,30.87,STOPPED 
6664,9.17,9.17,0.06,0.04,0.02,0.03,0.00,30.87,STOPPED 
7664,9.17,9.17,0.06,0.04,0.02,0.04,0.00,30.94,STOPPED 
8664,9.17,9.17,0.07,0.04,0.02,0.04,0.00,30.87,STOPPED 
9664,9.16,9.16,0.06,0.04,0.02,0.04,0.00,30.87,STOPPED 
10664,9.19,9.19,0.05,0.04,0.02,0.03,0.00,30.87,STOPPED 
11664,9.16,9.16,0.06,0.04,0.02,0.04,0.00,30.94,STOPPED 
12664,9.15,9.15,0.05,0.04,0.02,0.03,0.00,30.94,STOPPED 
13664,9.16,9.16,0.04,0.04,0.02,0.03,0.00,30.94,STOPPED 
14664,9.18,9.18,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
15664,9.17,9.17,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
16664,9.17,9.17,0.04,0.04,0.02,0.03,0.00,30.94,STOPPED 
17664,9.17,9.17,0.04,0.04,0.02,0.04,0.00,30.94,STOPPED 
18664,9.16,9.16,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
19664,9.18,9.18,0.04,0.04,0.02,0.03,0.00,30.94,STOPPED 
20664,9.18,9.18,0.05,0.04,0.02,0.03,0.00,30.94,STOPPED 
21664,9.18,9.18,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
22664,9.16,9.16,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
23664,9.19,9.19,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
24664,9.20,9.20,0.05,0.04,0.02,0.03,0.00,30.94,STOPPED 
25664,9.17,9.17,0.05,0.04,0.02,0.04,0.00,30.94,STOPPED 
26664,9.18,9.18,0.05,0.04,0.02,0.04,0.00,30.94,STOPPED 
27664,9.14,9.14,0.05,0.05,0.02,0.04,0.00,30.94,STOPPED 
28664,9.16,9.16,0.07,0.05,0.03,0.04,0.00,30.94,STOPPED 
29664,9.18,9.18,0.07,0.05,0.03,0.04,0.00,30.94,STOPPED 
30664,9.15,9.15,0.07,0.04,0.02,0.04,0.00,30.94,STOPPED 
31664,9.17,9.17,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
32664,9.16,9.16,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
33664,9.16,9.16,0.06,0.05,0.02,0.04,0.00,30.94,STOPPED 
34664,9.15,9.15,0.05,0.05,0.02,0.04,0.00,30.94,STOPPED 
35664,9.16,9.16,0.05,0.04,0.02,0.04,0.00,30.87,STOPPED 
36664,9.15,9.15,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
37664,9.14,9.14,0.06,0.04,0.02,0.04,0.00,30.94,STOPPED 
38664,9.17,9.17,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
39664,9.17,9.17,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
40664,9.17,9.17,0.06,0.05,0.02,0.04,0.00,30.94,STOPPED 
41664,9.15,9.15,0.06,0.05,0.02,0.04,0.00,30.87,STOPPED 
42664,9.16,9.16,0.07,0.05,0.02,0.04,0.00,30.94,STOPPED 
43664,9.17,9.17,0.05,0.05,0.03,0.04,0.00,30.87,STOPPED 
44664,9.15,9.15,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
45664,9.19,9.19,0.05,0.05,0.03,0.04,0.00,30.94,STOPPED 
16664,9.17,9.17,0.04,0.04,0.02,0.03,0.00,30.94,STOPPED 
17664,9.17,9.17,0.04,0.04,0.02,0.04,0.00,30.94,STOPPED 
18664,9.16,9.16,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
19664,9.18,9.18,0.04,0.04,0.02,0.03,0.00,30.94,STOPPED 
20664,9.18,9.18,0.05,0.04,0.02,0.03,0.00,30.94,STOPPED 
21664,9.18,9.18,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
22664,9.16,9.16,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
23664,9.19,9.19,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
24664,9.20,9.20,0.05,0.04,0.02,0.03,0.00,30.94,STOPPED 
25664,9.17,9.17,0.05,0.04,0.02,0.04,0.00,30.94,STOPPED 
26664,9.18,9.18,0.05,0.04,0.02,0.04,0.00,30.94,STOPPED 
27664,9.14,9.14,0.05,0.05,0.02,0.04,0.00,30.94,STOPPED 
28664,9.16,9.16,0.07,0.05,0.03,0.04,0.00,30.94,STOPPED 
29664,9.18,9.18,0.07,0.05,0.03,0.04,0.00,30.94,STOPPED 
30664,9.15,9.15,0.07,0.04,0.02,0.04,0.00,30.94,STOPPED 
31664,9.17,9.17,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
32664,9.16,9.16,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
33664,9.16,9.16,0.06,0.05,0.02,0.04,0.00,30.94,STOPPED 
34664,9.15,9.15,0.05,0.05,0.02,0.04,0.00,30.94,STOPPED 
35664,9.16,9.16,0.05,0.04,0.02,0.04,0.00,30.87,STOPPED 
36664,9.15,9.15,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
37664,9.14,9.14,0.06,0.04,0.02,0.04,0.00,30.94,STOPPED 
38664,9.17,9.17,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
39664,9.17,9.17,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
40664,9.17,9.17,0.06,0.05,0.02,0.04,0.00,30.94,STOPPED 
41664,9.15,9.15,0.06,0.05,0.02,0.04,0.00,30.87,STOPPED 
42664,9.16,9.16,0.07,0.05,0.02,0.04,0.00,30.94,STOPPED 
43664,9.17,9.17,0.05,0.05,0.03,0.04,0.00,30.87,STOPPED 
44664,9.15,9.15,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
45664,9.19,9.19,0.05,0.05,0.03,0.04,0.00,30.94,STOPPED 
75664,9.19,9.19,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
76664,9.16,9.16,0.05,0.06,0.03,0.04,0.00,30.87,STOPPED 
77664,9.16,9.16,0.07,0.05,0.03,0.04,0.00,30.94,STOPPED 
78664,9.17,9.17,0.07,0.05,0.03,0.04,0.00,30.94,STOPPED 
79664,9.17,9.17,0.06,0.05,0.02,0.04,0.00,30.94,STOPPED 
80664,9.18,9.18,0.05,0.05,0.02,0.04,0.00,30.94,STOPPED 
81664,9.18,9.18,0.06,0.04,0.02,0.04,0.00,30.94,STOPPED 
82664,9.16,9.16,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
83664,9.16,9.16,0.07,0.04,0.02,0.04,0.00,30.94,STOPPED 
84664,9.18,9.18,0.05,0.04,0.02,0.04,0.00,30.94,STOPPED 
85664,9.18,9.18,0.06,0.04,0.02,0.04,0.00,30.87,STOPPED 
86664,9.16,9.16,0.08,0.04,0.02,0.04,0.00,30.87,STOPPED 
87664,9.17,9.17,0.05,0.04,0.02,0.03,0.00,30.94,STOPPED 
88664,9.17,9.17,0.06,0.05,0.02,0.04,0.00,30.94,STOPPED 
89664,9.15,9.15,0.07,0.04,0.02,0.04,0.00,30.87,STOPPED 
90664,9.17,9.17,0.05,0.05,0.02,0.04,0.00,30.94,STOPPED 
91664,9.19,9.19,0.06,0.05,0.02,0.04,0.00,30.94,STOPPED 
92664,9.13,9.13,0.07,0.04,0.02,0.04,0.00,30.94,STOPPED 
93664,9.16,9.16,0.08,0.04,0.02,0.04,0.00,30.94,STOPPED 
94664,9.14,9.14,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
95664,9.16,9.16,0.07,0.05,0.03,0.04,0.00,30.87,STOPPED 
96664,9.17,9.17,0.05,0.05,0.03,0.04,0.00,30.94,STOPPED 
97664,9.17,9.17,0.06,0.05,0.02,0.04,0.00,30.94,STOPPED 
98664,9.16,9.16,0.05,0.04,0.02,0.04,0.00,30.94,STOPPED 
99664,9.15,9.15,0.04,0.04,0.02,0.03,0.00,30.94,STOPPED 
100664,9.15,9.15,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
101664,9.17,9.17,0.06,0.04,0.02,0.04,0.00,30.94,STOPPED 
102664,9.18,9.18,0.06,0.04,0.02,0.04,0.00,30.94,STOPPED 
103664,9.15,9.15,0.05,0.04,0.02,0.04,0.00,30.94,STOPPED 
104664,9.14,9.14,0.06,0.04,0.02,0.03,0.00,30.87,STOPPED 
105664,9.16,9.16,0.05,0.04,0.02,0.03,0.00,30.94,STOPPED 
106664,9.17,9.17,0.05,0.04,0.02,0.03,0.00,30.94,STOPPED 
107664,9.15,9.15,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
108664,9.15,9.15,0.06,0.05,0.02,0.04,0.00,30.94,STOPPED 
109664,9.15,9.15,0.06,0.04,0.02,0.04,0.00,30.87,STOPPED 
110664,9.15,9.15,0.06,0.05,0.02,0.04,0.00,30.87,STOPPED 
111664,9.16,9.16,0.05,0.04,0.02,0.04,0.00,30.94,STOPPED 
112664,9.16,9.16,0.06,0.04,0.02,0.04,0.00,30.87,STOPPED 
113664,9.18,9.18,0.06,0.04,0.02,0.04,0.00,30.94,STOPPED 
114664,9.15,9.15,0.05,0.04,0.02,0.04,0.00,30.87,STOPPED 
115664,9.15,9.15,0.08,0.04,0.02,0.03,0.00,30.87,STOPPED 
116664,9.12,9.12,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
117664,9.15,9.15,0.06,0.04,0.02,0.03,0.00,30.87,STOPPED 
118664,9.16,9.16,0.04,0.04,0.02,0.04,0.00,30.87,STOPPED 
119664,9.16,9.16,0.06,0.04,0.02,0.04,0.00,30.87,STOPPED 
120664,9.17,9.17,0.04,0.04,0.02,0.04,0.00,30.94,STOPPED 
121664,9.17,9.16,0.05,0.04,0.02,0.04,0.00,30.94,STOPPED 
122664,9.17,9.17,0.07,0.04,0.02,0.03,0.00,30.87,STOPPED 
123664,9.16,9.16,0.07,0.04,0.02,0.04,0.00,30.87,STOPPED 
124664,9.16,9.16,0.07,0.05,0.02,0.04,0.00,30.94,STOPPED 
125664,9.15,9.15,0.06,0.05,0.02,0.04,0.00,30.94,STOPPED 
126664,9.14,9.14,0.07,0.04,0.02,0.04,0.00,30.94,STOPPED 
127664,9.18,9.17,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
128664,9.17,9.17,0.06,0.04,0.02,0.04,0.00,30.94,STOPPED 
129664,9.17,9.17,0.05,0.04,0.02,0.03,0.00,30.87,STOPPED 
130664,9.17,9.17,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
131664,9.16,9.16,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
132664,9.16,9.16,0.07,0.04,0.02,0.04,0.00,30.87,STOPPED 
198664,9.18,9.18,0.07,0.05,0.03,0.04,0.00,30.94,STOPPED 
199664,9.15,9.15,0.08,0.05,0.03,0.04,0.00,30.94,STOPPED 
200664,9.16,9.16,0.06,0.05,0.03,0.04,0.00,30.94,STOPPED 
201664,9.16,9.16,0.06,0.04,0.02,0.04,0.00,30.94,STOPPED 
202664,9.18,9.18,0.05,0.05,0.03,0.04,0.00,30.94,STOPPED 
203664,9.17,9.17,0.07,0.04,0.02,0.03,0.00,30.87,STOPPED 
204664,9.16,9.16,0.04,0.04,0.02,0.03,0.00,30.94,STOPPED 
205664,9.17,9.17,0.07,0.04,0.02,0.03,0.00,30.94,STOPPED 
206664,9.19,9.19,0.06,0.04,0.02,0.03,0.00,30.94,STOPPED 
207664,9.24,9.24,0.10,0.22,0.19,0.11,0.00,30.94,STOPPED 
208664,8.95,8.95,0.13,0.22,0.19,0.11,72.00,30.94,STOPPED 
209664,9.06,9.06,0.14,0.22,0.19,0.11,140.40,30.94,NORMAL 
210664,9.42,9.42,0.15,0.22,0.19,0.10,224.28,30.94,NORMAL 
211664,9.37,9.36,0.19,0.21,0.19,0.10,319.00,30.94,NORMAL 
212664,9.00,9.00,0.19,0.22,0.19,0.10,421.30,30.94,NORMAL 
213664,8.95,8.95,0.13,0.22,0.19,0.10,510.91,30.94,NORMAL 
214664,9.28,9.28,0.21,0.21,0.19,0.10,609.64,30.94,NORMAL 
215664,9.52,9.52,0.12,0.21,0.19,0.10,678.74,30.87,NORMAL 
216664,9.20,9.19,0.28,0.21,0.19,0.10,763.12,30.94,NORMAL 
217664,8.88,8.88,0.12,0.21,0.19,0.10,804.18,30.94,NORMAL 
218664,8.96,8.96,0.16,0.22,0.19,0.10,850.93,30.94,NORMAL 
219664,9.41,9.41,0.22,0.21,0.19,0.10,883.65,30.94,NORMAL 
220664,9.55,9.55,0.19,0.22,0.19,0.10,906.56,30.94,NORMAL 
221664,9.11,9.11,0.28,0.22,0.19,0.10,940.59,30.94,NORMAL 
222664,8.84,8.84,0.11,0.22,0.20,0.10,946.41,30.94,NORMAL 
223664,9.00,8.99,0.22,0.22,0.19,0.10,950.49,30.94,NORMAL 
224664,9.42,9.41,0.24,0.22,0.20,0.10,953.34,30.94,NORMAL 
225664,9.56,9.56,0.16,0.22,0.19,0.10,955.34,30.94,NORMAL 
226664,9.17,9.17,0.30,0.22,0.20,0.10,956.74,30.94,NORMAL 
227664,8.82,8.82,0.10,0.22,0.19,0.10,957.72,30.94,NORMAL 
228664,8.98,8.98,0.20,0.22,0.19,0.10,958.40,30.94,NORMAL 
229664,9.38,9.38,0.21,0.22,0.19,0.10,958.88,31.00,NORMAL 
230664,9.52,9.52,0.14,0.21,0.19,0.10,959.22,30.94,NORMAL 
231664,9.15,9.14,0.27,0.21,0.19,0.10,959.45,31.00,NORMAL 
232664,8.86,8.86,0.13,0.21,0.19,0.10,959.62,31.00,NORMAL 
233664,9.02,9.02,0.19,0.21,0.18,0.10,959.73,31.00,NORMAL 
234664,9.43,9.43,0.22,0.21,0.18,0.11,941.81,31.00,NORMAL 
235664,9.50,9.50,0.15,0.20,0.17,0.11,947.27,31.00,NORMAL 
236664,9.18,9.18,0.25,0.20,0.17,0.11,933.09,31.00,NORMAL 
237664,8.87,8.87,0.15,0.20,0.17,0.11,941.16,31.00,NORMAL 
238664,8.96,8.95,0.18,0.20,0.17,0.11,946.81,31.00,NORMAL 
239664,9.34,9.33,0.22,0.20,0.17,0.10,932.77,31.00,NORMAL 
240664,9.55,9.55,0.16,0.21,0.18,0.10,940.94,31.06,NORMAL 
241664,9.20,9.19,0.26,0.21,0.18,0.10,946.66,31.06,NORMAL 
242664,8.89,8.89,0.15,0.21,0.19,0.10,950.66,31.06,NORMAL 
243664,8.90,8.90,0.18,0.21,0.19,0.10,953.46,31.06,NORMAL 
244664,9.20,9.20,0.22,0.21,0.19,0.10,937.42,31.06,NORMAL 
245664,9.54,9.54,0.14,0.22,0.19,0.10,944.20,31.12,NORMAL 
246664,9.45,9.45,0.19,0.22,0.19,0.10,948.94,31.12,NORMAL 
247664,9.11,9.11,0.23,0.22,0.19,0.10,952.26,31.12,NORMAL 
248664,8.87,8.87,0.11,0.22,0.20,0.10,936.58,31.12,NORMAL 
249664,8.91,8.91,0.14,0.22,0.19,0.10,943.61,31.12,NORMAL 
250664,9.15,9.14,0.20,0.22,0.19,0.10,948.52,31.19,NORMAL 
251664,9.44,9.43,0.20,0.21,0.19,0.10,951.97,31.19,NORMAL 
252664,9.54,9.53,0.11,0.21,0.18,0.10,954.38,31.12,NORMAL 
253664,9.35,9.34,0.25,0.20,0.17,0.10,956.06,31.19,NORMAL 
254664,9.00,9.00,0.23,0.21,0.17,0.11,939.24,31.25,NORMAL 
255664,8.84,8.84,0.11,0.20,0.17,0.10,945.47,31.19,NORMAL 
256664,8.91,8.91,0.17,0.20,0.18,0.10,949.83,31.25,NORMAL 
259664,9.54,9.53,0.17,0.22,0.19,0.10,956.51,31.31,NORMAL 
260664,9.30,9.29,0.29,0.22,0.19,0.10,957.56,31.31,NORMAL 
261664,9.04,9.03,0.23,0.21,0.19,0.10,958.29,31.31,NORMAL 
262664,8.83,8.83,0.12,0.21,0.19,0.10,940.80,31.31,NORMAL 
263664,8.87,8.87,0.12,0.21,0.18,0.10,946.56,31.37,NORMAL 
264664,9.07,9.07,0.19,0.20,0.17,0.10,950.59,31.37,NORMAL 
265664,9.36,9.36,0.20,0.20,0.17,0.10,953.42,31.44,NORMAL 
266664,9.51,9.51,0.16,0.20,0.17,0.11,955.39,31.44,NORMAL 
267664,9.49,9.49,0.16,0.21,0.18,0.10,956.77,31.44,NORMAL 
268664,9.18,9.18,0.26,0.21,0.18,0.10,957.74,31.50,NORMAL 
269664,8.95,8.95,0.21,0.22,0.19,0.10,958.42,31.50,NORMAL 
270664,8.86,8.86,0.10,0.22,0.20,0.10,958.89,31.50,NORMAL 
271664,8.88,8.88,0.12,0.22,0.19,0.10,959.23,31.56,NORMAL 
272664,8.99,8.99,0.18,0.22,0.19,0.10,959.46,31.56,NORMAL 
273664,9.26,9.26,0.23,0.22,0.19,0.10,941.62,31.56,NORMAL 
274664,9.46,9.46,0.17,0.21,0.19,0.10,947.13,31.62,NORMAL 
275664,9.56,9.56,0.11,0.21,0.18,0.10,950.99,31.62,NORMAL 
276664,9.48,9.48,0.20,0.20,0.17,0.10,953.70,31.62,NORMAL 
277664,9.25,9.24,0.26,0.20,0.17,0.11,955.59,31.69,NORMAL 
278664,9.02,9.02,0.22,0.20,0.17,0.10,956.91,31.69,NORMAL 
279664,8.84,8.84,0.14,0.20,0.18,0.10,939.84,31.69,NORMAL 
280664,8.83,8.83,0.09,0.21,0.18,0.10,945.89,31.75,NORMAL 
281664,8.90,8.90,0.15,0.22,0.19,0.10,950.12,31.75,NORMAL 
282664,9.05,9.05,0.19,0.22,0.19,0.10,953.08,31.75,NORMAL 
283664,9.22,9.21,0.21,0.22,0.19,0.10,937.16,31.75,NORMAL 
284664,9.44,9.44,0.21,0.21,0.19,0.10,944.01,31.81,NORMAL 
285664,9.55,9.55,0.14,0.22,0.19,0.10,948.81,31.81,NORMAL 
286664,9.48,9.48,0.17,0.21,0.19,0.10,952.17,31.87,NORMAL 
287664,9.29,9.29,0.23,0.21,0.18,0.10,936.52,31.87,NORMAL 
288664,9.07,9.07,0.24,0.21,0.18,0.10,943.56,31.87,NORMAL 
289664,8.90,8.89,0.16,0.20,0.17,0.10,948.49,31.87,NORMAL 
290664,8.84,8.84,0.10,0.20,0.17,0.10,951.94,31.94,NORMAL 
291664,8.81,8.81,0.14,0.20,0.17,0.10,954.36,32.00,NORMAL 
292664,8.92,8.92,0.17,0.21,0.18,0.10,956.05,32.06,NORMAL 
293664,9.07,9.07,0.18,0.21,0.19,0.10,957.24,32.06,NORMAL 
294664,9.24,9.23,0.23,0.22,0.19,0.10,958.07,32.06,NORMAL 
295664,9.39,9.38,0.21,0.22,0.19,0.10,958.65,32.13,NORMAL 
296664,9.52,9.52,0.13,0.21,0.19,0.10,959.05,32.13,NORMAL 
297664,9.55,9.55,0.13,0.22,0.19,0.10,959.34,32.19,NORMAL 
298664,9.51,9.51,0.17,0.22,0.19,0.10,959.54,32.19,NORMAL 
299664,9.47,9.46,0.20,0.21,0.18,0.10,959.67,32.25,NORMAL 
300664,9.37,9.37,0.24,0.20,0.18,0.10,959.77,32.25,NORMAL 
301664,9.29,9.29,0.26,0.20,0.17,0.10,959.84,32.31,NORMAL 
302664,9.22,9.22,0.27,0.20,0.17,0.11,977.89,32.31,NORMAL 
303664,9.12,9.11,0.27,0.21,0.18,0.10,972.52,32.38,NORMAL 
304664,9.07,9.07,0.25,0.21,0.18,0.10,968.77,32.38,NORMAL 
305664,9.09,9.09,0.22,0.22,0.20,0.10,966.14,32.44,NORMAL 
306664,9.05,9.05,0.21,0.22,0.20,0.10,964.30,32.50,NORMAL 
307664,9.02,9.02,0.20,0.22,0.20,0.10,963.01,32.50,NORMAL 
308664,9.05,9.05,0.25,0.22,0.19,0.10,962.10,32.56,NORMAL 
309664,9.02,9.02,0.21,0.21,0.19,0.10,961.47,32.56,NORMAL 
310664,9.06,9.06,0.23,0.20,0.17,0.10,961.03,32.63,NORMAL 
311664,9.08,9.08,0.27,0.20,0.17,0.11,960.72,32.63,NORMAL 
312664,9.10,9.10,0.28,0.20,0.18,0.10,960.51,32.63,NORMAL 
313664,9.14,9.13,0.26,0.21,0.18,0.10,960.35,32.69,NORMAL 
314664,9.24,9.23,0.27,0.21,0.19,0.10,960.25,32.69,NORMAL 
315664,9.33,9.33,0.24,0.22,0.19,0.10,960.17,32.69,NORMAL 
316664,9.37,9.36,0.23,0.22,0.19,0.10,960.12,32.75,NORMAL 
317664,9.43,9.43,0.20,0.21,0.19,0.10,960.08,32.75,NORMAL 
318664,9.49,9.49,0.18,0.21,0.18,0.10,960.06,32.75,NORMAL 
319664,9.55,9.55,0.15,0.20,0.17,0.11,960.04,32.81,NORMAL 
320664,9.60,9.60,0.12,0.20,0.17,0.11,960.03,32.88,NORMAL 
321664,9.57,9.57,0.10,0.20,0.18,0.10,960.02,32.88,NORMAL 
322664,9.51,9.51,0.13,0.21,0.19,0.10,960.01,32.88,NORMAL 
323664,9.46,9.45,0.19,0.22,0.19,0.10,960.01,32.94,NORMAL 
324664,9.41,9.41,0.20,0.22,0.19,0.10,960.01,32.94,NORMAL 
325664,9.36,9.36,0.22,0.22,0.19,0.10,960.00,33.00,NORMAL 
326664,9.27,9.27,0.19,0.21,0.19,0.10,960.00,33.00,NORMAL 
327664,9.19,9.19,0.20,0.21,0.18,0.10,960.00,33.00,NORMAL 
328664,9.13,9.12,0.17,0.20,0.17,0.10,942.00,33.06,NORMAL 
329664,9.09,9.08,0.20,0.20,0.17,0.10,947.40,33.06,NORMAL 
330664,9.01,9.01,0.17,0.21,0.18,0.10,951.18,33.06,NORMAL 
331664,8.98,8.97,0.19,0.21,0.19,0.10,953.83,33.13,NORMAL 
332664,8.91,8.91,0.15,0.22,0.19,0.10,973.68,33.13,NORMAL 
340664,9.13,9.13,0.25,0.20,0.18,0.10,978.79,33.38,NORMAL 
341664,9.32,9.31,0.24,0.21,0.18,0.10,973.15,33.44,NORMAL 
342664,9.49,9.49,0.21,0.22,0.19,0.10,969.21,33.44,NORMAL 
343664,9.56,9.56,0.09,0.21,0.19,0.10,966.44,33.50,NORMAL 
344664,9.47,9.47,0.17,0.21,0.19,0.09,982.51,33.50,NORMAL 
345664,9.33,9.33,0.20,0.21,0.19,0.09,975.76,33.56,NORMAL 
346664,9.10,9.10,0.22,0.21,0.18,0.10,971.03,33.56,NORMAL 
347664,8.88,8.88,0.15,0.20,0.17,0.10,967.72,33.63,NORMAL 
348664,8.78,8.78,0.11,0.20,0.17,0.10,965.40,33.63,NORMAL 
349664,8.79,8.79,0.11,0.23,0.20,0.12,981.78,33.69,NORMAL 
350664,8.94,8.93,0.24,0.23,0.20,0.12,993.25,33.75,NORMAL 
351664,9.09,9.09,0.30,0.23,0.20,0.11,1037.27,33.75,NORMAL 
352664,9.32,9.32,0.24,0.22,0.20,0.10,1068.09,33.75,NORMAL 
353664,9.50,9.50,0.15,0.22,0.20,0.11,1107.66,33.81,NORMAL 
354664,9.50,9.50,0.15,0.22,0.19,0.11,1135.36,33.81,NORMAL 
355664,9.33,9.32,0.23,0.21,0.18,0.12,1154.76,33.88,NORMAL 
356664,8.99,8.99,0.24,0.21,0.18,0.11,1168.33,33.88,NORMAL 
357664,8.77,8.77,0.13,0.22,0.19,0.10,1177.83,33.88,NORMAL 
358664,8.76,8.76,0.14,0.23,0.20,0.11,1184.48,33.94,NORMAL 
359664,9.00,9.00,0.19,0.24,0.21,0.11,1189.14,33.94,NORMAL 
360664,9.38,9.38,0.20,0.24,0.21,0.12,1192.40,34.00,NORMAL 
361664,9.54,9.54,0.17,0.24,0.21,0.12,1194.68,34.00,NORMAL 
362664,9.30,9.30,0.20,0.23,0.20,0.11,1196.27,34.00,NORMAL 
363664,8.97,8.97,0.20,0.22,0.19,0.11,1197.39,34.13,NORMAL 
364664,8.75,8.75,0.17,0.22,0.18,0.12,1198.17,34.13,NORMAL 
365664,8.83,8.83,0.24,0.22,0.18,0.11,1198.72,34.19,NORMAL 
366664,9.16,9.15,0.27,0.22,0.19,0.11,1199.11,34.19,NORMAL 
367664,9.47,9.47,0.25,0.23,0.20,0.10,1199.37,34.25,NORMAL 
368664,9.43,9.43,0.17,0.22,0.20,0.10,1199.56,34.25,NORMAL 
369664,9.05,9.05,0.19,0.22,0.20,0.11,1199.69,34.31,NORMAL 
370664,8.72,8.72,0.13,0.22,0.19,0.11,1199.79,34.38,NORMAL 
371664,8.85,8.85,0.27,0.21,0.18,0.11,1199.85,34.38,NORMAL 
372664,9.34,9.34,0.22,0.22,0.20,0.10,1199.89,34.38,NORMAL 
373664,9.47,9.47,0.12,0.23,0.20,0.11,1199.93,34.44,NORMAL 
374664,9.19,9.18,0.19,0.24,0.21,0.11,1181.95,34.50,NORMAL 
375664,8.78,8.78,0.18,0.24,0.21,0.11,1187.36,34.50,NORMAL 
376664,8.78,8.78,0.19,0.23,0.20,0.11,1191.15,34.50,NORMAL 
377664,9.16,9.16,0.22,0.21,0.18,0.11,1193.81,34.56,NORMAL 
378664,9.46,9.46,0.13,0.21,0.18,0.11,1195.67,34.56,NORMAL 
379664,9.24,9.24,0.21,0.22,0.19,0.11,1196.97,34.63,NORMAL 
380664,8.81,8.81,0.15,0.23,0.20,0.11,1197.88,34.63,NORMAL 
381664,8.78,8.78,0.23,0.23,0.20,0.11,1198.51,34.63,NORMAL 
382664,9.11,9.11,0.22,0.23,0.20,0.11,1180.96,34.69,NORMAL 
383664,9.44,9.44,0.16,0.22,0.19,0.11,1186.67,34.69,NORMAL 
384664,9.30,9.30,0.22,0.22,0.18,0.12,1190.67,34.69,NORMAL 
385664,8.89,8.89,0.25,0.22,0.19,0.11,1193.47,34.75,NORMAL 
386664,8.71,8.71,0.14,0.22,0.20,0.11,1177.43,34.81,NORMAL 
387664,8.97,8.97,0.23,0.23,0.20,0.11,1184.20,34.88,NORMAL 
388664,9.38,9.38,0.18,0.24,0.21,0.12,1188.94,34.88,NORMAL 
389664,9.43,9.43,0.15,0.23,0.20,0.11,1192.26,34.94,NORMAL 
390664,9.10,9.10,0.26,0.23,0.20,0.11,1194.58,34.94,NORMAL 
391664,8.76,8.76,0.19,0.23,0.20,0.11,1196.21,35.00,NORMAL 
392664,8.78,8.77,0.13,0.22,0.19,0.10,1197.34,35.06,NORMAL 
393664,9.21,9.21,0.20,0.21,0.18,0.11,1180.14,35.13,NORMAL 
394664,9.46,9.46,0.14,0.22,0.18,0.12,1186.10,35.13,NORMAL 
395664,9.19,9.18,0.26,0.22,0.19,0.11,1190.27,35.19,NORMAL 
396664,8.88,8.87,0.21,0.22,0.20,0.11,1175.19,35.19,NORMAL 
397664,8.73,8.73,0.17,0.22,0.20,0.11,1182.63,35.19,NORMAL 
398664,9.06,9.06,0.20,0.23,0.20,0.11,1169.84,35.19,NORMAL 
399664,9.45,9.44,0.30,0.22,0.20,0.11,1178.89,35.25,NORMAL 
400664,9.31,9.31,0.24,0.22,0.19,0.11,1167.22,35.19,NORMAL 
401664,8.91,8.91,0.19,0.22,0.19,0.12,1177.06,35.25,NORMAL 
402664,8.75,8.75,0.16,0.21,0.18,0.11,1165.94,35.25,NORMAL 
403664,9.01,9.00,0.28,0.22,0.19,0.11,1158.16,35.25,NORMAL 
404664,9.38,9.38,0.16,0.23,0.20,0.11,1170.71,35.31,NORMAL 
405664,9.32,9.32,0.16,0.24,0.21,0.12,1161.50,35.31,NORMAL 
406664,8.92,8.91,0.23,0.24,0.22,0.11,1155.05,35.38,NORMAL 
